Age,Gender,Employment_Status,Disposable_Income,Preferred_Platform,Shopping_Frequency_Per_Month,Current_Mood,Primary_Trigger,Product_Category,Made_Impulse_Purchase
18,Male,Employed,"Above ₹15,000",E-commerce Website,6,Bored,Social Media Ad,Food/Snacks,Yes
24,Female,Student,"₹2,000 - ₹5,000",Social Media Stores,4,Neutral,Attractive Packaging,Beauty/Cosmetics,No
31,Male,Student,"₹5,000 - ₹15,000",Social Media Stores,3,Bored,Limited Time Flash Sale,Food/Snacks,No
24,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,7,Bored,Free Shipping Threshold,Beauty/Cosmetics,Yes
25,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,2,Bored,Attractive Packaging,Gaming/Digital,No
37,Female,Employed,"₹2,000 - ₹5,000",Quick Commerce,3,Neutral,Heavy Discount,Clothing,No
28,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,1,Stressed,Heavy Discount,Gaming/Digital,Yes
21,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,6,Bored,Limited Time Flash Sale,Gaming/Digital,Yes
33,Female,Student,"₹5,000 - ₹15,000",Social Media Stores,4,Neutral,Free Shipping Threshold,Clothing,Yes
29,Female,Employed,"₹2,000 - ₹5,000",Quick Commerce,10,Happy,Social Media Ad,Clothing,Yes
18,Female,Self-employed,"₹5,000 - ₹15,000",Quick Commerce,5,Sad,Social Media Ad,Electronics,Yes
31,Female,Employed,"Above ₹15,000",Physical In-Store,8,Neutral,Free Shipping Threshold,Gaming/Digital,No
31,Male,Employed,"Above ₹15,000",E-commerce Website,7,Happy,Limited Time Flash Sale,Beauty/Cosmetics,Yes
28,Female,Employed,"₹5,000 - ₹15,000",Physical In-Store,2,Happy,Limited Time Flash Sale,Food/Snacks,No
35,Female,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,5,Neutral,Heavy Discount,Clothing,Yes
22,Female,Employed,"Under ₹2,000",E-commerce Website,3,Sad,Social Media Ad,Clothing,No
30,Other,Student,"₹2,000 - ₹5,000",E-commerce Website,5,Sad,Heavy Discount,Gaming/Digital,No
18,Male,Self-employed,"Under ₹2,000",Social Media Stores,5,Bored,Social Media Ad,Clothing,Yes
31,Male,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,3,Bored,Attractive Packaging,Food/Snacks,No
43,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,7,Happy,Attractive Packaging,Food/Snacks,No
20,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,2,Sad,Limited Time Flash Sale,Gaming/Digital,No
21,Female,Employed,"₹5,000 - ₹15,000",Physical In-Store,4,Neutral,Social Media Ad,Food/Snacks,No
22,Other,Employed,"Above ₹15,000",Quick Commerce,7,Neutral,Limited Time Flash Sale,Food/Snacks,No
29,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,8,Sad,Heavy Discount,Beauty/Cosmetics,No
19,Female,Self-employed,"₹5,000 - ₹15,000",Social Media Stores,5,Bored,Heavy Discount,Food/Snacks,No
31,Female,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,4,Neutral,Heavy Discount,Gaming/Digital,Yes
34,Female,Employed,"₹2,000 - ₹5,000",Social Media Stores,3,Neutral,Heavy Discount,Clothing,No
32,Male,Self-employed,"Under ₹2,000",E-commerce Website,8,Stressed,Attractive Packaging,Gaming/Digital,Yes
18,Female,Student,"Under ₹2,000",E-commerce Website,5,Stressed,Limited Time Flash Sale,Food/Snacks,Yes
35,Other,Student,"Under ₹2,000",Social Media Stores,5,Happy,Social Media Ad,Gaming/Digital,No
35,Other,Employed,"Above ₹15,000",E-commerce Website,12,Neutral,Social Media Ad,Electronics,Yes
34,Female,Employed,"Under ₹2,000",E-commerce Website,7,Sad,Limited Time Flash Sale,Clothing,Yes
30,Female,Student,"₹5,000 - ₹15,000",Social Media Stores,2,Neutral,Limited Time Flash Sale,Food/Snacks,No
29,Male,Employed,"Under ₹2,000",E-commerce Website,8,Bored,Limited Time Flash Sale,Beauty/Cosmetics,Yes
36,Male,Student,"Above ₹15,000",Social Media Stores,6,Happy,Limited Time Flash Sale,Food/Snacks,Yes
43,Other,Employed,"₹2,000 - ₹5,000",E-commerce Website,5,Happy,Heavy Discount,Electronics,No
20,Male,Self-employed,"₹2,000 - ₹5,000",Physical In-Store,9,Bored,Free Shipping Threshold,Gaming/Digital,Yes
36,Male,Employed,"₹2,000 - ₹5,000",Physical In-Store,5,Bored,Social Media Ad,Food/Snacks,No
27,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,6,Bored,Social Media Ad,Beauty/Cosmetics,No
26,Female,Unemployed,"₹2,000 - ₹5,000",E-commerce Website,8,Neutral,Social Media Ad,Food/Snacks,Yes
18,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,3,Neutral,Social Media Ad,Clothing,No
25,Male,Self-employed,"₹5,000 - ₹15,000",Social Media Stores,6,Happy,Attractive Packaging,Food/Snacks,Yes
20,Female,Employed,"₹2,000 - ₹5,000",Quick Commerce,4,Neutral,Attractive Packaging,Beauty/Cosmetics,No
24,Female,Unemployed,"Under ₹2,000",Social Media Stores,4,Happy,Limited Time Flash Sale,Gaming/Digital,Yes
19,Male,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,6,Neutral,Limited Time Flash Sale,Gaming/Digital,Yes
24,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,6,Stressed,Attractive Packaging,Clothing,Yes
24,Female,Employed,"Above ₹15,000",E-commerce Website,6,Bored,Heavy Discount,Gaming/Digital,Yes
28,Female,Employed,"Under ₹2,000",E-commerce Website,5,Bored,Limited Time Flash Sale,Food/Snacks,Yes
18,Male,Employed,"₹5,000 - ₹15,000",Social Media Stores,4,Stressed,Heavy Discount,Gaming/Digital,No
18,Male,Employed,"₹5,000 - ₹15,000",Quick Commerce,9,Stressed,Attractive Packaging,Gaming/Digital,Yes
30,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,6,Neutral,Heavy Discount,Beauty/Cosmetics,No
21,Male,Employed,"₹2,000 - ₹5,000",Physical In-Store,4,Neutral,Heavy Discount,Gaming/Digital,No
36,Female,Employed,"Above ₹15,000",Quick Commerce,4,Stressed,Heavy Discount,Food/Snacks,Yes
29,Female,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,7,Bored,Limited Time Flash Sale,Beauty/Cosmetics,No
32,Female,Employed,"₹5,000 - ₹15,000",Quick Commerce,6,Bored,Heavy Discount,Electronics,Yes
39,Female,Student,"₹5,000 - ₹15,000",Quick Commerce,6,Bored,Limited Time Flash Sale,Gaming/Digital,Yes
25,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,5,Stressed,Free Shipping Threshold,Gaming/Digital,Yes
23,Female,Student,"Above ₹15,000",Physical In-Store,2,Neutral,Heavy Discount,Beauty/Cosmetics,Yes
34,Male,Student,"Above ₹15,000",Quick Commerce,2,Neutral,Free Shipping Threshold,Food/Snacks,No
32,Female,Student,"₹2,000 - ₹5,000",Social Media Stores,7,Neutral,Heavy Discount,Electronics,No
26,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,8,Happy,Free Shipping Threshold,Electronics,No
39,Female,Self-employed,"Above ₹15,000",E-commerce Website,3,Neutral,Attractive Packaging,Gaming/Digital,Yes
26,Female,Employed,"₹2,000 - ₹5,000",Social Media Stores,6,Sad,Free Shipping Threshold,Beauty/Cosmetics,No
28,Female,Employed,"Above ₹15,000",E-commerce Website,5,Happy,Free Shipping Threshold,Gaming/Digital,No
28,Female,Employed,"₹5,000 - ₹15,000",Physical In-Store,8,Bored,Social Media Ad,Clothing,Yes
20,Female,Unemployed,"Under ₹2,000",E-commerce Website,5,Neutral,Free Shipping Threshold,Gaming/Digital,No
28,Female,Self-employed,"₹2,000 - ₹5,000",Physical In-Store,3,Neutral,Free Shipping Threshold,Clothing,No
39,Other,Student,"₹2,000 - ₹5,000",Physical In-Store,3,Neutral,Limited Time Flash Sale,Clothing,No
31,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,3,Neutral,Heavy Discount,Beauty/Cosmetics,Yes
28,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,5,Neutral,Social Media Ad,Clothing,No
26,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,3,Bored,Limited Time Flash Sale,Electronics,Yes
30,Male,Employed,"Above ₹15,000",Quick Commerce,8,Sad,Social Media Ad,Electronics,Yes
33,Female,Employed,"Under ₹2,000",E-commerce Website,4,Stressed,Heavy Discount,Food/Snacks,Yes
32,Female,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,6,Neutral,Free Shipping Threshold,Beauty/Cosmetics,No
25,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,3,Neutral,Heavy Discount,Clothing,No
30,Other,Unemployed,"Under ₹2,000",Physical In-Store,5,Neutral,Free Shipping Threshold,Gaming/Digital,Yes
31,Male,Student,"Under ₹2,000",Quick Commerce,4,Bored,Social Media Ad,Beauty/Cosmetics,Yes
19,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,7,Happy,Free Shipping Threshold,Clothing,No
29,Male,Employed,"Under ₹2,000",E-commerce Website,4,Happy,Heavy Discount,Clothing,No
18,Female,Student,"₹2,000 - ₹5,000",Quick Commerce,1,Happy,Free Shipping Threshold,Electronics,No
31,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,2,Neutral,Heavy Discount,Beauty/Cosmetics,No
33,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,7,Bored,Heavy Discount,Clothing,Yes
33,Male,Employed,"₹5,000 - ₹15,000",Quick Commerce,6,Bored,Limited Time Flash Sale,Food/Snacks,Yes
24,Female,Student,"₹2,000 - ₹5,000",Quick Commerce,4,Neutral,Heavy Discount,Beauty/Cosmetics,No
30,Female,Student,"Under ₹2,000",Quick Commerce,4,Neutral,Limited Time Flash Sale,Beauty/Cosmetics,Yes
39,Female,Self-employed,"₹2,000 - ₹5,000",Physical In-Store,2,Sad,Attractive Packaging,Clothing,No
39,Other,Unemployed,"₹2,000 - ₹5,000",Quick Commerce,6,Bored,Limited Time Flash Sale,Beauty/Cosmetics,Yes
27,Male,Employed,"Above ₹15,000",E-commerce Website,3,Sad,Free Shipping Threshold,Electronics,No
29,Female,Unemployed,"₹2,000 - ₹5,000",Social Media Stores,5,Bored,Attractive Packaging,Electronics,No
36,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,5,Stressed,Limited Time Flash Sale,Gaming/Digital,Yes
18,Other,Employed,"₹5,000 - ₹15,000",E-commerce Website,6,Neutral,Limited Time Flash Sale,Electronics,Yes
25,Female,Self-employed,"₹5,000 - ₹15,000",Physical In-Store,5,Bored,Social Media Ad,Gaming/Digital,Yes
38,Female,Student,"Above ₹15,000",E-commerce Website,3,Happy,Limited Time Flash Sale,Gaming/Digital,Yes
35,Female,Student,"Under ₹2,000",E-commerce Website,2,Happy,Attractive Packaging,Clothing,No
30,Male,Employed,"Under ₹2,000",Physical In-Store,4,Stressed,Free Shipping Threshold,Gaming/Digital,No
18,Male,Employed,"₹2,000 - ₹5,000",Quick Commerce,5,Bored,Limited Time Flash Sale,Clothing,Yes
27,Female,Student,"Under ₹2,000",Social Media Stores,6,Bored,Free Shipping Threshold,Gaming/Digital,Yes
23,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,7,Neutral,Heavy Discount,Food/Snacks,No
30,Female,Employed,"Above ₹15,000",Social Media Stores,8,Bored,Limited Time Flash Sale,Gaming/Digital,Yes
21,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,2,Neutral,Free Shipping Threshold,Beauty/Cosmetics,No
19,Male,Employed,"Under ₹2,000",E-commerce Website,0,Bored,Heavy Discount,Clothing,No
18,Female,Self-employed,"Under ₹2,000",Social Media Stores,3,Sad,Attractive Packaging,Electronics,No
37,Male,Employed,"Above ₹15,000",Social Media Stores,6,Happy,Heavy Discount,Food/Snacks,No
24,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,4,Stressed,Heavy Discount,Food/Snacks,Yes
29,Male,Self-employed,"Above ₹15,000",E-commerce Website,4,Neutral,Limited Time Flash Sale,Electronics,No
27,Female,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,4,Bored,Limited Time Flash Sale,Gaming/Digital,Yes
19,Male,Employed,"Above ₹15,000",Social Media Stores,5,Neutral,Free Shipping Threshold,Gaming/Digital,No
18,Female,Employed,"Above ₹15,000",E-commerce Website,2,Sad,Heavy Discount,Clothing,Yes
19,Male,Employed,"₹2,000 - ₹5,000",Social Media Stores,4,Neutral,Heavy Discount,Electronics,Yes
22,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Neutral,Heavy Discount,Food/Snacks,No
30,Female,Student,"₹2,000 - ₹5,000",Social Media Stores,2,Happy,Social Media Ad,Clothing,No
21,Female,Employed,"₹2,000 - ₹5,000",Quick Commerce,6,Sad,Free Shipping Threshold,Gaming/Digital,Yes
41,Male,Student,"₹2,000 - ₹5,000",Quick Commerce,3,Happy,Limited Time Flash Sale,Electronics,Yes
36,Male,Student,"₹2,000 - ₹5,000",Social Media Stores,8,Happy,Attractive Packaging,Clothing,Yes
34,Female,Employed,"Under ₹2,000",E-commerce Website,5,Bored,Heavy Discount,Gaming/Digital,No
27,Male,Self-employed,"Under ₹2,000",Social Media Stores,7,Neutral,Attractive Packaging,Beauty/Cosmetics,No
40,Female,Student,"₹5,000 - ₹15,000",Social Media Stores,9,Bored,Attractive Packaging,Clothing,Yes
26,Female,Student,"Above ₹15,000",Social Media Stores,4,Stressed,Limited Time Flash Sale,Gaming/Digital,Yes
27,Male,Employed,"₹5,000 - ₹15,000",Quick Commerce,5,Sad,Free Shipping Threshold,Gaming/Digital,No
29,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,2,Bored,Social Media Ad,Food/Snacks,No
33,Female,Student,"₹2,000 - ₹5,000",Social Media Stores,7,Bored,Free Shipping Threshold,Beauty/Cosmetics,No
33,Female,Student,"Under ₹2,000",E-commerce Website,3,Neutral,Attractive Packaging,Clothing,Yes
24,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,2,Happy,Free Shipping Threshold,Electronics,No
23,Female,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,2,Bored,Social Media Ad,Clothing,Yes
33,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,2,Neutral,Social Media Ad,Food/Snacks,Yes
33,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,3,Bored,Social Media Ad,Electronics,Yes
24,Male,Employed,"₹5,000 - ₹15,000",Social Media Stores,5,Sad,Attractive Packaging,Food/Snacks,Yes
18,Male,Student,"Under ₹2,000",Social Media Stores,6,Neutral,Free Shipping Threshold,Electronics,Yes
26,Female,Student,"₹2,000 - ₹5,000",Quick Commerce,5,Happy,Limited Time Flash Sale,Electronics,Yes
32,Male,Employed,"₹5,000 - ₹15,000",Social Media Stores,0,Bored,Social Media Ad,Food/Snacks,Yes
42,Male,Unemployed,"₹5,000 - ₹15,000",Quick Commerce,4,Happy,Limited Time Flash Sale,Food/Snacks,No
18,Female,Student,"Under ₹2,000",Social Media Stores,6,Happy,Limited Time Flash Sale,Clothing,No
24,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,3,Happy,Attractive Packaging,Food/Snacks,No
24,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,2,Stressed,Social Media Ad,Gaming/Digital,Yes
38,Male,Self-employed,"₹2,000 - ₹5,000",Social Media Stores,6,Happy,Attractive Packaging,Beauty/Cosmetics,Yes
27,Female,Student,"₹5,000 - ₹15,000",Social Media Stores,6,Bored,Attractive Packaging,Food/Snacks,No
20,Male,Employed,"Under ₹2,000",Social Media Stores,9,Happy,Free Shipping Threshold,Clothing,No
32,Female,Self-employed,"Under ₹2,000",Social Media Stores,6,Stressed,Attractive Packaging,Electronics,No
24,Female,Unemployed,"₹2,000 - ₹5,000",Quick Commerce,3,Bored,Free Shipping Threshold,Food/Snacks,No
18,Female,Employed,"Above ₹15,000",E-commerce Website,5,Stressed,Free Shipping Threshold,Food/Snacks,Yes
20,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,5,Neutral,Social Media Ad,Beauty/Cosmetics,No
41,Male,Employed,"Above ₹15,000",Social Media Stores,4,Stressed,Limited Time Flash Sale,Electronics,Yes
31,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,5,Happy,Social Media Ad,Electronics,No
28,Male,Employed,"₹5,000 - ₹15,000",Quick Commerce,2,Happy,Free Shipping Threshold,Beauty/Cosmetics,Yes
26,Female,Employed,"Above ₹15,000",Social Media Stores,3,Stressed,Heavy Discount,Electronics,No
30,Female,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,5,Happy,Limited Time Flash Sale,Gaming/Digital,No
30,Female,Employed,"Above ₹15,000",E-commerce Website,4,Neutral,Limited Time Flash Sale,Clothing,No
30,Male,Employed,"Above ₹15,000",Social Media Stores,1,Bored,Heavy Discount,Gaming/Digital,No
28,Female,Self-employed,"Above ₹15,000",Physical In-Store,2,Neutral,Social Media Ad,Gaming/Digital,No
34,Male,Self-employed,"Above ₹15,000",E-commerce Website,13,Happy,Heavy Discount,Food/Snacks,Yes
28,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,6,Neutral,Heavy Discount,Food/Snacks,No
20,Female,Employed,"Above ₹15,000",Quick Commerce,2,Happy,Social Media Ad,Food/Snacks,Yes
23,Female,Employed,"₹2,000 - ₹5,000",Social Media Stores,4,Stressed,Heavy Discount,Gaming/Digital,Yes
18,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,13,Happy,Heavy Discount,Electronics,Yes
44,Female,Student,"₹2,000 - ₹5,000",Quick Commerce,7,Stressed,Free Shipping Threshold,Gaming/Digital,No
34,Female,Employed,"₹5,000 - ₹15,000",Quick Commerce,3,Happy,Attractive Packaging,Clothing,No
21,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,6,Happy,Social Media Ad,Food/Snacks,No
25,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,2,Sad,Free Shipping Threshold,Beauty/Cosmetics,No
22,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,5,Sad,Social Media Ad,Clothing,No
40,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,4,Happy,Heavy Discount,Clothing,No
18,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,6,Neutral,Free Shipping Threshold,Food/Snacks,No
28,Male,Student,"Under ₹2,000",Physical In-Store,3,Sad,Limited Time Flash Sale,Beauty/Cosmetics,No
27,Male,Student,"Under ₹2,000",E-commerce Website,2,Stressed,Limited Time Flash Sale,Food/Snacks,Yes
34,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,4,Neutral,Heavy Discount,Food/Snacks,No
27,Female,Unemployed,"₹5,000 - ₹15,000",Social Media Stores,5,Bored,Limited Time Flash Sale,Beauty/Cosmetics,Yes
18,Female,Employed,"Under ₹2,000",Physical In-Store,6,Happy,Heavy Discount,Beauty/Cosmetics,Yes
25,Male,Student,"₹2,000 - ₹5,000",Social Media Stores,4,Happy,Attractive Packaging,Gaming/Digital,Yes
20,Male,Student,"₹2,000 - ₹5,000",Social Media Stores,4,Stressed,Free Shipping Threshold,Clothing,Yes
28,Female,Employed,"₹5,000 - ₹15,000",Physical In-Store,2,Happy,Social Media Ad,Gaming/Digital,No
39,Male,Employed,"₹5,000 - ₹15,000",Social Media Stores,6,Neutral,Attractive Packaging,Food/Snacks,No
18,Female,Student,"Under ₹2,000",E-commerce Website,6,Sad,Heavy Discount,Electronics,No
21,Female,Self-employed,"₹5,000 - ₹15,000",Social Media Stores,5,Stressed,Limited Time Flash Sale,Gaming/Digital,Yes
23,Other,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,6,Bored,Social Media Ad,Beauty/Cosmetics,Yes
24,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,4,Bored,Free Shipping Threshold,Electronics,Yes
33,Male,Employed,"Under ₹2,000",E-commerce Website,5,Sad,Heavy Discount,Electronics,No
26,Other,Employed,"Above ₹15,000",E-commerce Website,6,Sad,Free Shipping Threshold,Gaming/Digital,Yes
31,Female,Employed,"Under ₹2,000",Physical In-Store,6,Stressed,Social Media Ad,Food/Snacks,Yes
22,Female,Self-employed,"₹5,000 - ₹15,000",Quick Commerce,2,Neutral,Free Shipping Threshold,Electronics,Yes
29,Male,Student,"₹5,000 - ₹15,000",Social Media Stores,6,Sad,Limited Time Flash Sale,Clothing,Yes
34,Other,Employed,"Under ₹2,000",Quick Commerce,5,Sad,Social Media Ad,Gaming/Digital,No
22,Female,Employed,"Under ₹2,000",Quick Commerce,8,Happy,Social Media Ad,Beauty/Cosmetics,No
34,Female,Employed,"₹2,000 - ₹5,000",Quick Commerce,3,Happy,Heavy Discount,Clothing,No
28,Male,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,6,Neutral,Attractive Packaging,Beauty/Cosmetics,No
36,Male,Student,"Under ₹2,000",Physical In-Store,4,Neutral,Limited Time Flash Sale,Food/Snacks,No
26,Other,Student,"₹5,000 - ₹15,000",Quick Commerce,2,Stressed,Heavy Discount,Beauty/Cosmetics,Yes
31,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,5,Bored,Social Media Ad,Beauty/Cosmetics,No
27,Male,Student,"₹2,000 - ₹5,000",E-commerce Website,5,Neutral,Limited Time Flash Sale,Food/Snacks,No
27,Female,Student,"Under ₹2,000",Quick Commerce,6,Neutral,Social Media Ad,Electronics,Yes
30,Male,Employed,"Above ₹15,000",E-commerce Website,5,Happy,Social Media Ad,Food/Snacks,No
32,Male,Student,"₹2,000 - ₹5,000",E-commerce Website,2,Neutral,Heavy Discount,Electronics,No
18,Male,Employed,"Under ₹2,000",E-commerce Website,2,Happy,Limited Time Flash Sale,Clothing,Yes
39,Male,Student,"₹5,000 - ₹15,000",Quick Commerce,4,Bored,Free Shipping Threshold,Food/Snacks,No
18,Male,Student,"₹2,000 - ₹5,000",Quick Commerce,1,Stressed,Social Media Ad,Gaming/Digital,No
22,Male,Employed,"₹2,000 - ₹5,000",Social Media Stores,6,Stressed,Social Media Ad,Clothing,Yes
27,Male,Student,"Under ₹2,000",Quick Commerce,2,Bored,Heavy Discount,Beauty/Cosmetics,Yes
31,Female,Unemployed,"Above ₹15,000",Physical In-Store,4,Sad,Free Shipping Threshold,Clothing,Yes
40,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,5,Neutral,Limited Time Flash Sale,Gaming/Digital,No
18,Female,Employed,"Above ₹15,000",E-commerce Website,1,Bored,Free Shipping Threshold,Beauty/Cosmetics,Yes
23,Male,Self-employed,"₹2,000 - ₹5,000",Physical In-Store,7,Neutral,Limited Time Flash Sale,Electronics,No
18,Male,Student,"₹2,000 - ₹5,000",E-commerce Website,2,Bored,Limited Time Flash Sale,Food/Snacks,Yes
28,Female,Employed,"Above ₹15,000",Physical In-Store,3,Stressed,Free Shipping Threshold,Clothing,Yes
30,Other,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,5,Sad,Heavy Discount,Gaming/Digital,No
40,Male,Student,"₹2,000 - ₹5,000",Physical In-Store,8,Stressed,Free Shipping Threshold,Gaming/Digital,Yes
28,Male,Unemployed,"Under ₹2,000",E-commerce Website,2,Bored,Heavy Discount,Gaming/Digital,No
36,Female,Student,"Above ₹15,000",Quick Commerce,4,Neutral,Heavy Discount,Food/Snacks,Yes
32,Female,Student,"Under ₹2,000",E-commerce Website,6,Bored,Free Shipping Threshold,Clothing,No
24,Female,Employed,"₹5,000 - ₹15,000",Physical In-Store,4,Neutral,Social Media Ad,Beauty/Cosmetics,No
18,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,6,Stressed,Attractive Packaging,Beauty/Cosmetics,No
30,Female,Employed,"Under ₹2,000",Quick Commerce,5,Stressed,Heavy Discount,Gaming/Digital,No
18,Other,Self-employed,"Under ₹2,000",E-commerce Website,7,Neutral,Heavy Discount,Beauty/Cosmetics,No
38,Male,Unemployed,"Above ₹15,000",E-commerce Website,8,Stressed,Limited Time Flash Sale,Clothing,Yes
26,Other,Employed,"₹5,000 - ₹15,000",Physical In-Store,5,Sad,Social Media Ad,Beauty/Cosmetics,No
37,Male,Unemployed,"₹5,000 - ₹15,000",E-commerce Website,6,Stressed,Limited Time Flash Sale,Food/Snacks,Yes
24,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,5,Happy,Free Shipping Threshold,Food/Snacks,No
30,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,3,Neutral,Social Media Ad,Food/Snacks,No
29,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,2,Neutral,Free Shipping Threshold,Beauty/Cosmetics,No
27,Female,Employed,"₹5,000 - ₹15,000",Quick Commerce,0,Sad,Free Shipping Threshold,Clothing,No
24,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,7,Stressed,Social Media Ad,Food/Snacks,Yes
31,Male,Employed,"₹2,000 - ₹5,000",Social Media Stores,4,Stressed,Free Shipping Threshold,Gaming/Digital,Yes
20,Female,Employed,"Above ₹15,000",Physical In-Store,5,Bored,Free Shipping Threshold,Gaming/Digital,Yes
18,Female,Employed,"Under ₹2,000",E-commerce Website,2,Happy,Attractive Packaging,Gaming/Digital,Yes
37,Male,Unemployed,"Under ₹2,000",E-commerce Website,5,Neutral,Social Media Ad,Beauty/Cosmetics,No
33,Female,Employed,"Above ₹15,000",Quick Commerce,2,Bored,Attractive Packaging,Gaming/Digital,No
28,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,2,Stressed,Free Shipping Threshold,Beauty/Cosmetics,Yes
41,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,3,Bored,Social Media Ad,Food/Snacks,Yes
25,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,5,Happy,Attractive Packaging,Clothing,No
38,Female,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,6,Bored,Heavy Discount,Electronics,No
29,Male,Student,"Under ₹2,000",E-commerce Website,7,Happy,Social Media Ad,Food/Snacks,No
19,Female,Employed,"₹5,000 - ₹15,000",Physical In-Store,7,Stressed,Free Shipping Threshold,Electronics,No
42,Male,Student,"₹2,000 - ₹5,000",Quick Commerce,6,Neutral,Free Shipping Threshold,Beauty/Cosmetics,No
35,Male,Student,"Under ₹2,000",Social Media Stores,2,Happy,Social Media Ad,Food/Snacks,No
27,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,6,Happy,Social Media Ad,Electronics,No
33,Female,Employed,"₹2,000 - ₹5,000",Social Media Stores,6,Bored,Heavy Discount,Gaming/Digital,No
24,Male,Self-employed,"Under ₹2,000",E-commerce Website,5,Neutral,Attractive Packaging,Beauty/Cosmetics,No
34,Male,Employed,"Above ₹15,000",Social Media Stores,6,Neutral,Free Shipping Threshold,Gaming/Digital,No
18,Female,Student,"₹5,000 - ₹15,000",Social Media Stores,3,Neutral,Attractive Packaging,Gaming/Digital,Yes
19,Male,Employed,"₹2,000 - ₹5,000",Physical In-Store,10,Stressed,Heavy Discount,Electronics,Yes
35,Female,Employed,"₹5,000 - ₹15,000",Quick Commerce,4,Neutral,Free Shipping Threshold,Food/Snacks,No
26,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,11,Sad,Social Media Ad,Clothing,Yes
29,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,5,Bored,Free Shipping Threshold,Electronics,Yes
18,Female,Student,"₹2,000 - ₹5,000",Social Media Stores,2,Bored,Free Shipping Threshold,Electronics,Yes
42,Female,Employed,"Under ₹2,000",E-commerce Website,7,Bored,Limited Time Flash Sale,Beauty/Cosmetics,Yes
37,Male,Employed,"Above ₹15,000",E-commerce Website,5,Neutral,Limited Time Flash Sale,Clothing,Yes
